,Decade,Year,Country,Area,Location,Injury,Fatal (Y/N)
2556,1990,1992.0,SOUTH AFRICA,Eastern Cape Province,Nahoon,Punctures & lacerations on lower leg,N
2557,1990,1992.0,USA,Hawaii,"Cannons, at Ha'ena on the north shore of Kaua'i Island","Foot bitten, crescent of bitemarks in both sides of board",N
2558,1990,1992.0,AUSTRALIA,Victoria,Point Lonsdale,"Right thigh, back & hand lacerated",N
2559,1990,1992.0,JAPAN,Ehime Prefecture,Matsuyama,"FATAL, body not recovered",Y
2560,1990,1992.0,JAPAN,Ehime Prefecture,"Nagahama-cho, 40 km southwest of Matsuyama ",No injury to boat or occupant,N
2561,1990,1992.0,USA,Oregon,"Winchester Bay, Douglas County","Left shoulder & side bitten, board broken",N
2562,1990,1992.0,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",FATAL Disappeared. His board washed ashore next morning with crescent-shaped piece missing and serrated toothmarks of a shark,Y
2563,1990,1992.0,JAPAN,Ehime Prefecture,Matsuyama,"No injury, steel diving helmet bitten 3 times",N
2565,1990,1992.0,REUNION,La Saline-les-Bains,Revine-3-Bassins,Survived,N
2566,1990,1992.0,AUSTRALIA,New South Wales,Tweed Heads,Right leg lacerated,N
2567,1990,1992.0,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Right foot lacerated,N
2568,1990,1992.0,SOUTH AFRICA,KwaZulu-Natal,Sheffield Beach,Left cheek lacerated,N
2570,1990,1992.0,JAPAN,Ehime Prefecture,Matsuyama,Survived,N
2572,1990,1992.0,FIJI,Tavenui,,FATAL,Y
2573,1990,1991.0,USA,California,"Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County","No injury, shark became tangled in hose & towed him 100'",N
2574,1990,1991.0,USA,Hawaii,"Olowalu, Maui","FATAL, right leg at hip, left leg and right forearm severed  ",Y
2575,1990,1991.0,USA,Hawaii,"Olowalu, Maui",Right calf abraded,N
2576,1990,1991.0,USA,Hawaii,"Maliko Point, Maui","Body not recovered, shorts found indicating shark bite on left side",Y
2577,1990,1991.0,USA,Florida,Near Port Canaveral Coast Guard Base,Hand bitten as he was cleaning hooked shark PROVOKED INCIDENT,N
2578,1990,1991.0,AUSTRALIA,Western Australia,"Backbeach, Halls Head",Calf scratched & chunk bitten from board,N
2579,1990,1991.0,USA,Florida,"Melbourne Beach, Brevard County",Right foot & ankle lacerated,N
2580,1990,1991.0,USA,California,"Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County","Arm, shoulder & back bitten",N
2582,1990,1991.0,AUSTRALIA,South Australia,"Snapper Point, Aldinga Beach, Adelaide",FATAL,Y
2583,1990,1991.0,AUSTRALIA,Queensland,"On board the Japanese longline trawler Fukuya No.38, 100 nm northeast of Brisbane","Shark bit his arm, nearly severing it PROVOKED INCIDENT",N
2584,1990,1991.0,USA,South Carolina,"Myrtle Beach, Horry County",Deep cuts on lower leg,N
2585,1990,1991.0,USA,Florida,"Vero Beach, Indian River County",Bite to left thigh & calf,N
2586,1990,1991.0,USA,Florida,Florida Bay,Laceration to right forearm PROVOKED INCIDENT,N
2587,1990,1991.0,ITALY,Ligurian Sea,"Portofino, 20 miles offshore, Tigullio Bay, Santa Margherita Ligure (Liguria)",No Injury to occupant; canoe bitten,N
2588,1990,1991.0,USA,Florida,"John Pennekamp Marine Park, Monroe County",Arm bitten,N
2589,1990,1991.0,USA,Florida,150 miles from Crystal River,Punctures in lower abdomen & groin ,N
2590,1990,1991.0,USA,Florida,"South Miami Beach, Dade County",Arm bitten,N
2591,1990,1991.0,REUNION,L'Etang-Salé,"Ravine des Sables, Saint Leu",Left arm severed,N
2592,1990,1991.0,USA,California,"8.5 miles south of Ano Nuevo State Reserve, Davenport County","Forearm, upper thigh, knee & ankle lacerated",N
2593,1990,1991.0,USA,Virginia,"Croatan Beach, Virginia Beach, ",Severe laceration to foot,N
2594,1990,1991.0,HONG KONG,,"Basalt Island, 9km from Silverstrand",FATAL,Y
2595,1990,1991.0,HONG KONG,Kowloon Peninsula,Sai Kung,"FATAL, right arm severed  ",Y
2596,1990,1991.0,USA,Florida,"Jacksonville Beach, Duval County",Hand bitten,N
2597,1990,1991.0,USA,Florida,"Tampa Bay, Hillsborough County","Left ankle, calf, thigh and abdomen bitten",N
2598,1990,1991.0,HONG KONG,Port Shelter,"Silverstrand Beach, near Hung Hau ",Abdomen bitten & leg severed  FATAL,Y
2599,1990,1991.0,USA,Hawaii,"Ma'ili Beach, O'ahu",Right calf bitten,N
2600,1990,1991.0,SOUTH AFRICA,Western Cape Province,Gordons Bay,"No injury, tank scratched by shark",N
2601,1990,1991.0,BRAZIL,Pernambuco,"Praia de Pau Amarelo, Recife",2 fingers severed by netted shark PROVOKED INCIDENT,N
2602,1990,1991.0,USA,Maryland,Baltimore Aquarium,Minor injury by captive shark PROVOKED INCIDENT,N
2603,1990,1991.0,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",Right thigh,N
2604,1990,1991.0,USA,Hawaii,"One'ula Beach Park, 'Ewa Beach, O'ahu",Deep lacerations to calf & ankle,N
2605,1990,1991.0,AUSTRALIA,New South Wales,Bass Point,Lacerations to arm & leg,N
2606,1990,1991.0,USA,Oregon,"Neskowin, Tillamook County",Calf lacerated & board bitten,N
2607,1990,1991.0,SOUTH AFRICA,Western Cape Province,Millers Point,Foot & swim fin bitten,N
2608,1990,1991.0,AUSTRALIA,Queensland,Mermaid Waters,"Hands, legs & buttocks lacerated",N
2609,1990,1991.0,AUSTRALIA,Western Australia,Scarborough,"No injury, shark brushed ski",N
2610,1990,1991.0,AUSTRALIA,Queensland,Pelican Banks near Gladstone,Survived,N
2612,1990,1990.0,AUSTRALIA,Queensland,Nerang River,"Abdomen, hip, leg & arm bitten",N
2613,1990,1990.0,USA,California,"Monastery Beach, Carmel Bay, Monterey County",Leg bitten,N
2614,1990,1990.0,USA,Florida,"Spanish River Park Beach, Palm Beach County","Ear, shoulder, arm, wrist & ear injured",N
2615,1990,1990.0,USA,Florida,"Melbourne Beach, Brevard County","Hand & wrist bitten, tooth fragments in wound",N
2616,1990,1990.0,USA,Florida,"Indialantic, Brevard County",Cuts on left foot ,N
2617,1990,1990.0,AUSTRALIA,Queensland,Mermaid Waters,Buttocks & hip bitten,N
2618,1990,1990.0,AUSTRALIA,South Australia,Goolwa Beach,Lacerations to foot,N
2619,1990,1990.0,USA,Florida,"North end of County Beach, Palm Beach County",Wrist bitten,N
2620,1990,1990.0,USA,Hawaii,"Hanalei Point, Kaua'i","No Injury, board bitten",N
2621,1990,1990.0,USA,Florida,"Stuart Beach, Martin County",Superficial injuries to left foot & ankle,N
2622,1990,1990.0,SOUTH AFRICA,Western Cape Province,Oudekraal,Right hand lacerated,N
2623,1990,1990.0,USA,California,"Russian Gulch, Jenner, Sonoma County","Shark rammed & overturned paddleboard, knocking him into water & bit his head, lacerating his face & neck",N
2624,1990,1990.0,USA,California,"Trinidad State Beach, Humboldt County","No injury, kayak capsized",N
2626,1990,1990.0,USA,California,"Trinidad Head, Humboldt County",4 punctures on leg & board bitten,N
2627,1990,1990.0,USA,Texas,"Mustang Island, Nueces County",Minor cuts to foot,N
2628,1990,1990.0,USA,Texas,"Near Port Aransas, Nueces County",Minor injury,N
2629,1990,1990.0,USA,Texas,"Mustang Island State Park, Nueces County",10-inch laceration to right foot,N
2630,1990,1990.0,USA,Florida,"Perdido Key near the Florida Panhandle, Escambia County",Minor injury to left ankle & foot,N
2631,1990,1990.0,SOUTH AFRICA,Western Cape Province,Mossel Bay,"FATAL, thigh bitten  ",Y
2632,1990,1990.0,BAHAMAS,,Bimini,Left forearm bitten,N
2633,1990,1990.0,SOUTH AFRICA,KwaZulu-Natal,Protea Reef,"No injury to occupants, hooked shark freed itself, then rammed stern of boat PROVOKED INCIDENT",N
2634,1990,1990.0,AUSTRALIA,Queensland,Outer Barrier Reef near Port Douglas,Lacerations,N
2635,1990,1990.0,AUSTRALIA,Queensland,Outer Barrier Reef near Port Douglas,Lacerations,N
2636,1990,1990.0,SOUTH AFRICA,Eastern Cape Province,Cintsa East,Thigh severely lacerated,N
2637,1990,1990.0,SOUTH AFRICA,Eastern Cape Province,Cape Recife,Leg bitten,N
2638,1990,1990.0,AUSTRALIA,Queensland,Greenmount Beach,"Lacerations & abrasions, board bitten in half",N
2639,1990,1990.0,AUSTRALIA,Queensland,"Dingo Reef, 80 nm off Townsville",Presumed FATAL,Y
2640,1990,1990.0,AUSTRALIA,Queensland,Fingal Beach,"No injury, board broken in two",N
2641,1990,1990.0,AUSTRALIA,Queensland,Fingal Beach,"No injury, board bitten",N
2642,1990,1990.0,USA,Hawaii,"Silver (Silva) Channels, Waialua, O'ahu","Ankle lacerated, lower left leg severely abraded ",N
2643,1990,1990.0,FIJI,Laucala Island,,Lacerations to right leg,N
2644,1990,1990.0,REUNION,Sainte-Marie,Baie de la Mare,Survived,N
2645,1990,1990.0,USA,Hawaii,"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu",Right arm severed  FATAL,Y
2646,1990,1990.0,USA,Florida,"Monster Hole, Sebastian Inlet, Indian River County",Foot bitten,N
2647,1990,1990.0,USA,California,"Montera Beach, San Mateo County","No injury, board bitten",N
2648,1990,1990.0,USA,Florida,"Pensacola, Escambia County",,UNKNOWN
2649,1980,1989.0,USA,Hawaii,"90 miles east of Hilo, Hawai'i",Left leg & foot bitten  by shark brought onboard. PROVOKED INCIDENT,N
2650,1980,1989.0,AUSTRALIA,Northern Territory,Gove Peninsula near Darwin,"No details, ""recovering in Darwin Hospital""",UNKNOWN
2652,1980,1989.0,AUSTRALIA,Victoria,Kilcunda,Thigh bitten,N
2653,1980,1989.0,SOUTH AFRICA,Western Cape Province,Melkbosstrand,FATAL,Y
2655,1980,1989.0,AUSTRALIA,Queensland,Mermaid Waters,Left ankle broken & lacerated,N
2656,1980,1989.0,AUSTRALIA,Northern Territory,Edith Falls,Puncture marks to right calf,N
2657,1980,1989.0,AUSTRALIA,Tasmania,Shelly Point ,"No injury, board bitten",N
2659,1980,1989.0,USA,Texas,Surfside Beach,Foot & leg bitten,N
2661,1980,1989.0,AUSTRALIA,Victoria,"Surfers Point, Phillip Island",No details,UNKNOWN
2662,1980,1989.0,SOUTH AFRICA,Western Cape Province,"Smitswinkel, False Bay",Chest lacerated,N
2663,1980,1989.0,USA,Florida,"Gulf of Mexico, 22 miles from Pensacola",Bitten by hooked shark PROVOKED INCIDENT,N
2664,1980,1989.0,USA,California,"Off Palos Verdes Estates, Los Angeles",No injury to occupants. Shark bit boat's swim step & repeatedly pushed the boat away whenever if came within 4 to 5 m of the whale carcass,N
2665,1980,1989.0,USA,California,"Southeast Farallon Island, Farallon Islands",Leg bitten,N
2666,1980,1989.0,USA,North Carolina,"Salvo, Dare County",Non-fatal,N
2667,1980,1989.0,USA,California,24 km off Santa Catalina Island in the Channel Islands,Hand  & both arms bitten   PROVOKED INCIDENT,N
2668,1980,1989.0,AUSTRALIA,Queensland,SeaWorld Theme Park,Left leg bitten by captive shark                   PROVOKED INCIDENT,N
2669,1980,1989.0,USA,Florida,"St Augustine, St Johns County",3 wounds on left hand,N
2670,1980,1989.0,SOUTH AFRICA,Western Cape Province,Mossel Bay,Multiple Injuries,N
2671,1980,1989.0,AUSTRALIA,New South Wales,Lennox Head,"No injury, shark took chunk out of surfboard",N
2672,1980,1989.0,BAHAMAS,Great Exuma Island,Highborn Cay,Severe hand and arm injuries; right hand surgically amputated,N
2673,1980,1989.0,AUSTRALIA,Queensland,Moreton Bay,Laceration to arm  PROVOKED INCIDENT,N
2675,1980,1989.0,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Torso bitten,N
2676,1980,1989.0,REUNION,Sainte-Suzanne,Temple Tamoule,FATAL,Y
2677,1980,1989.0,USA,Florida,"Cocoa Beach, Brevard County",5-inch gash on left leg,N
2678,1980,1989.0,USA,Texas,"Sargent Beach, Matagorda County",Leg bitten,N
2679,1980,1989.0,USA,Hawaii,"Anahola, Kaua'i",Foot & ankle severely bitten,N
2680,1980,1989.0,USA,Louisiana,40 miles off Cocodrie,Puncture wounds & lacerations to both legs,N
2681,1980,1989.0,ITALY,Tuscany,"Marinella, between Punta Blanca & Marine del Carrara ",Upper right thigh bitten,N
2682,1980,1989.0,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,"No injury, board bitten",N
2683,1980,1989.0,SOUTH AFRICA,Eastern Cape Province,Gonubie,Forearm bitten,N
2685,1980,1989.0,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",Right calf bitten,N
2686,1980,1989.0,USA,Washington,"Pacific Beach, Grays Harbor County",Forearm bitten,N
2687,1980,1989.0,USA,California,"Monterey Bay, Monterey County",No injury to occupants. Shark rammed boat 4 times,N
2688,1980,1989.0,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",Calf lacerated,N
2689,1980,1989.0,USA,Hawaii,"Kekaha Beach, Kaua'i","Board rammed by shark, skegs knocked loose & 5' strip of fiberglass torn off, thigh scratched by sharks teeth",N
2690,1980,1989.0,AUSTRALIA,South Australia,"Waitpinga Beach, near Victor Harbor, Encounter Bay",Thigh bitten FATAL,Y
2691,1980,1989.0,AUSTRALIA,Western Australia,Near Broome in Roebuck Bay,"No injury, but the kayak was bitten by the shark",N
2692,1980,1989.0,SOUTH AFRICA,Western Cape Province,,Thigh lacerated & abraded  PROVOKED INCIDENT,N
2693,1980,1989.0,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Foot bruised & minor lacerations,N
2694,1980,1989.0,ITALY,Tyrrhenian Sea,"Golfo di Baratti, near Piombino (Tuscany)",FATAL. His body not recovered,Y
2696,1980,1989.0,USA,California,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County","FATAL, thigh bitten, hands lacerated  ",Y
2697,1980,1989.0,USA,Hawaii,"Waialua Beach, Moloka'i",Foot bitten,N
2698,1980,1989.0,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Thigh bitten,N
2699,1980,1989.0,USA,Hawaii,"Wailua, Kaua'i","Lower part of body found 6 days later, x-rays revealed teeth marks in femur & tibia",Y
2700,1980,1989.0,AUSTRALIA,New South Wales,"Half Tide Beach, Evans Head","Abdomen lacerated, surfboard holed",N
2701,1980,1989.0,PAPUA NEW GUINEA,New Ireland,Kavieng,Thigh & calf bitten,N
2702,1980,1989.0,USA,Virginia,"Coral Gardens Reef, 6 miles SSE of Chicoteague Inlet","No injury, shark grabbed his fish and chased him to the boat",N
2704,1980,1988.0,AUSTRALIA,Queensland,"Off North Keppel Island, off Yeppoon","FATAL  When James Coucom, the lone survivor, was rescued, ""2 sharks were pounding on the dinghy""",Y
2705,1980,1988.0,AUSTRALIA,Queensland,"Off North Keppel Island, off Yeppoon",FATAL,Y
2706,1980,1988.0,PHILIPPINES,Viscayan Sea,,"According to survivors, many people were taken by sharks",Y
2707,1980,1988.0,USA,Oregon,"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County ",Leg bitten & femur fractured,N
2708,1980,1988.0,AUSTRALIA,Victoria,Phillip Island,Lacerations to right leg,N
2709,1980,1988.0,USA,Florida,"Boca Raton, Palm Beach County",Lacerations to left thigh,N
2710,1980,1988.0,USA,Florida,"Fort Pierce, St. Lucie County ",Left leg lacerated,N
2711,1980,1988.0,USA,Florida,"Playalinda, Brevard County",Hand lacerated,N
2712,1980,1988.0,AUSTRALIA,South Australia,Moama Beach,Lower right  leg lacerated,N
2713,1980,1988.0,USA,Florida,"Sanibel Island, Lee County",Leg lacerated,N
2714,1980,1988.0,USA,Florida,"New Smyrna Beach, Volusia County",Lacerations to foot,N
2715,1980,1988.0,USA,Florida,"Shell Island Panama City Beach, Bay County",Dennis' hand injured; Ann's right forearm bitten,N
2716,1980,1988.0,USA,Florida,"Shell Island Panama City Beach, Bay County","FATAL, thigh & hand lacerated",Y
2717,1980,1988.0,USA,Louisiana,New Orleans,Arm bitten by captive shark PROVOKED INCIDENT,N
2718,1980,1988.0,ITALY,Manfredonia ,Ippocampo,Survived,N
2719,1980,1988.0,JAPAN,Tokyo Prefecture,Ogasawara Islands,Survived,N
2720,1980,1988.0,USA,California,"Klamath River, Del Norte County",Thigh bitten,N
2721,1980,1988.0,BAHAMAS,,,Hand bitten,N
2722,1980,1988.0,BAHAMAS,,,Cheek bitten,N
2723,1980,1988.0,BAHAMAS,,,Right palm lacerated,N
2724,1980,1988.0,USA,Florida,"Jensen Beach, Martin County",Punctures & deep scratches to foot & buttock,N
2725,1980,1988.0,USA,Florida,"New Smyrna Beach, Volusia County",Punctures to lower left leg & foot,N
2726,1980,1988.0,BAHAMAS,,,Leg lacerated,N
2727,1980,1988.0,BAHAMAS,,,Lacerations to arm,N
2728,1980,1988.0,SOUTH AFRICA,Western Cape Province,Sculphoek,Left arm lacerated,N
2729,1980,1988.0,USA,North Carolina,"Ocracoke, Hyde County",Survived,N
2730,1980,1988.0,USA,South Carolina,"Sea Pines Beach Club, Hilton Head, Beaufort County",Left leg bitten,N
2731,1980,1988.0,USA,Florida,"Daytona Beach, Volusia County",Four lacerations to his ankle,N
2732,1980,1988.0,USA,Florida,"Daytona Beach, Volusia County",Cuts to right foot and ankle,N
2734,1980,1988.0,USA,Florida,"Paradise Beach Park, Brevard County",Left foot bitten,N
2735,1980,1988.0,USA,Florida,"Melbourne Beach, Brevard County",Left leg & right foot bitten,N
2736,1980,1988.0,REUNION,Saint-Louis,Embouchure de l'étang du Gol,FATAL,Y
2737,1980,1988.0,USA,California,"North of Morro Rock, San Luis Obispo County",No Injury,N
2738,1980,1988.0,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Lacerations to left foot,N
2740,1980,1988.0,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Right hand bitten,N
2741,1980,1988.0,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County","6"" laceration to left foot",N
2743,1980,1988.0,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Foot bitten,N
2744,1980,1988.0,USA,Hawaii,"Running Waters Beach, Ninini Point, Kaua'i",Ankle bitten,N
2745,1980,1988.0,SOUTH AFRICA,KwaZulu-Natal,Isipingo,"Lower left leg bitten, hand lacerated",N
2746,1980,1988.0,REUNION,Saint-Pierre,Pic du Diable,Laceration to hand,N
2747,1980,1988.0,SOUTH AFRICA,KwaZulu-Natal,"Brighton Beach, Durban","No injury to occupants, pontoon puctured",N
2748,1980,1988.0,SOUTH AFRICA,Eastern Cape Province,Nahoon,Ankle bitten,N
2749,1980,1988.0,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,"Leg bitten, surgically amputated",N
2750,1980,1988.0,AUSTRALIA,Western Australia,18 km west of Bunbury,"No injury to occupants; shark leapt into boat, almost capsizing it and destroyed the inside of the boat",N
2754,1980,1988.0,USA,Louisiana,,Hand bitten by captured shark PROVOKED INCIDENT,N
2755,1980,1988.0,SOUTH AFRICA,Western Cape Province,Struisbaai,Foot lacerated by hooked shark PROVOKED INCIDENT,N
2756,1980,1988.0,SOUTH AFRICA,Western Cape Province,Great Brak River,"No injury to occupants; shark ripped off fibreglass hull, swamping boat PROVOKED INCIDENT",N
2757,1980,1988.0,AUSTRALIA,New South Wales,Sydney,Hand bitten,N
2758,1980,1987.0,PHILIPPINES,Mindoro,Off Manila,25 people survived; 300 shark-mutilated bodies were recovered,Y
2759,1980,1987.0,USA,Florida,"Palm Beach, Palm Beach County",Left calf bitten,N
2761,1980,1987.0,USA,Florida,"North of Jupiter Inlet, Palm Beach County",Leg lacerated,N
2763,1980,1987.0,USA,California,"Davenport Light, San Mateo County",Buttock & leg bitten,N
2765,1980,1987.0,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Left thigh & calf lacerated,N
2767,1980,1987.0,AUSTRALIA,South Australia,"Merino Rocks, Adelaide",FATAL,Y
2768,1980,1987.0,SOUTH AFRICA,Western Cape Province,Still Bay,Torso lacerated,N
2769,1980,1987.0,USA,Florida,"Satellite  Beach, Brevard County",Lower left leg lacerated,N
2770,1980,1987.0,USA,California,"Tunitas Beach, San Mateo County",Fingers & surfboard injured,N
2771,1980,1987.0,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Right foot & ankle lacerated,N
2772,1980,1987.0,USA,Texas,"Mustang Island, near Port Aransas",Left foot bitten,N
2773,1980,1987.0,USA,Texas,"Mustang Island, near Port Aransas",Puncture wounds to right foot,N
2774,1980,1987.0,USA,South Carolina,Winyah Bay,No injury to occupants. Shark grabbed anchor ,N
2775,1980,1987.0,BAHAMAS,Exuma Islands,Sampson Cay,Right leg bitten,N
2776,1980,1987.0,BAHAMAS,,,Puncture marks to torso,N
2777,1980,1987.0,USA,Florida,"Nest Key, Monroe County",Left hand bitten by shark he was dragging ashore by its head PROVOKED INCIDENT,N
2778,1980,1987.0,USA,South Carolina,"Myrtle Beach, Horry County","6"" cut to thigh",N
2779,1980,1987.0,USA,Florida,"St Augustine, St. Johns County",Hand lacerated  ,N
2780,1980,1987.0,AUSTRALIA,New South Wales,,3 fingers severed by metal trace as he tried to haul in a hooked shark. PROVOKED ACCIDENT,N
2782,1980,1987.0,USA,Texas,"Mustang Island, near Port Aransas",Right arm severed above elbow,N
2783,1980,1987.0,USA,Hawaii,"Kailua-Kona, Hawai'i","Presumed FATAL Disappeared, his shark-bitten swim trunks were found on the seafloor",Y
2785,1980,1987.0,AUSTRALIA,Western Australia,Fourth Beach / Twilgth Beach,Calf lacerated,N
2786,1980,1987.0,SOUTH AFRICA,Western Cape Province,Muizenberg,"No injury to occupants, boat holed by hooked shark PROVOKED INCIDENT",N
2787,1980,1987.0,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County","Lacerations to toe, heel & ankle of right foot",N
2788,1980,1987.0,SOLOMON ISLANDS,Between Honiara & Isabel Island,,FATAL,Y
2789,1980,1987.0,SOUTH AFRICA,Eastern Cape Province,Eerste River,Puncture wounds to right hand,N
2790,1980,1987.0,AUSTRALIA,Queensland,Lizard Island,Right leg lacerated,N
2792,1980,1987.0,ITALY,Tyrrhenian Sea,"Marciana Marina, Isola d'Elba",No injury,N
2793,1980,1986.0,SOUTH AFRICA,Western Cape Province,Agulhas Banks,2 punctures in lower leg,N
2794,1980,1986.0,SOUTH AFRICA,Western Cape Province,SAOU Strand,"FATAL, legs bitten ",Y
2795,1980,1986.0,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Forearm bitten,N
2796,1980,1986.0,BAHAMAS,Florida Straits,Off Cay Sal  Banks,"No injury, bumped  by sharks",N
2797,1980,1986.0,USA,California,"Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California","Punctured lung, lacerations to shoulder, face, jaw, neck & forearm",N
2799,1980,1986.0,NEW CALEDONIA,,I'le Ouen,Right leg bitten,N
2800,1980,1986.0,USA,Florida,"Daytona Beach, Volusia County",5' gash in leg,N
2801,1980,1986.0,USA,Florida,"Indiatlantic, Brevard County",Laceration to dorsum of left foot,N
2802,1980,1986.0,USA,Florida,"Tiger Shores Beach, Martin County",Ankle bitten,N
2803,1980,1986.0,SOUTH AFRICA,KwaZulu-Natal,Umhlanga,Minor lacerations & puncture wounds to right leg from netted shark taken onboard skiboat PROVOKED INCIDENT,N
2804,1980,1986.0,USA,Florida,"Sanibel Island, Lee County",Hip & thigh bitten,N
2805,1980,1986.0,SOUTH AFRICA,KwaZulu-Natal,St. Michaels,"No injury, ski bitten",N
2806,1980,1986.0,AUSTRALIA,Western Australia,"Direction Island, Cocos Islands",No details,UNKNOWN
2807,1980,1986.0,USA,Florida,"Floridana Beach, Brevard County",Laceration to right arm,N
2809,1980,1986.0,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",Survived,N
2810,1980,1986.0,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Hand bitten,N
2811,1980,1986.0,USA,North Carolina,"Masonboro Inlet, New Hanover County",Hand bitten,N
2813,1980,1986.0,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",Survived,N
2815,1980,1986.0,AUSTRALIA,Western Australia,3 km west of Rottnest Island,"No injury to occupants. Shark bit motor, lifting stern a half-metre out of the water",N
2816,1980,1986.0,USA,South Carolina,"Myrtle Beach, Horry County",Back of left thigh bitten,N
2817,1980,1986.0,SOUTH AFRICA,KwaZulu-Natal,LaMercy,Minor lacerations on left hand,N
2818,1980,1986.0,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",Survived,N
2820,1980,1986.0,USA,Hawaii,"Kaliiwi, Kauai",Pieces of clothing & human flesh recovered by Fire Department divers who encountered a large shark,Y
2821,1980,1986.0,SPAIN,Catalonia,Lloret-de-Mar,Abrasions,N
2822,1980,1986.0,SPAIN,Cádiz,Tarifa ,Foot severed,N
2823,1980,1986.0,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Foot bitten,N
2824,1980,1986.0,SOUTH AFRICA,Eastern Cape Province,"The Fence, King's Beach, Port Elizabeth","No injury, board struck by shark",N
2825,1980,1986.0,SOUTH AFRICA,Eastern Cape Province,East London,"No injury, board bitten",N
2826,1980,1986.0,SOUTH AFRICA,Eastern Cape Province,Cape Recife,"No injury, knocked off board",N
2827,1980,1986.0,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",Lower leg lacerated,N
2828,1980,1986.0,SOUTH AFRICA,Western Cape Province,Arniston,2 punctures in upper arm,N
2829,1980,1986.0,AUSTRALIA,Victoria,Jan Juc Beach,"No injury, knocked into water & board bitten",N
2830,1980,1986.0,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Puncture wounds to both feet,N
2831,1980,1986.0,USA,California,"Linda Mar Beach, Pedro Point, San Mateo County","No injury, foot bumped",N
2832,1980,1985.0,SOUTH AFRICA,KwaZulu-Natal,Garvies Beach,"Both surfers boards were bumped by sharks, Moolman sustained abrasions on his arm and leg",N
2833,1980,1985.0,USA,North Carolina,New Hanover County,Survived,N
2834,1980,1985.0,AUSTRALIA,Queensland,Gladstone,Laceration to lower left leg by hooked shark PROVOKED INCIDENT,N
2835,1980,1985.0,USA,California,"Southeast Farallon Island, Farallon Islands",2 semi-circular bites on aft starboard tube of boat,N
2836,1980,1985.0,USA,California,5 miles south of Redondo Beach,Forearm bitten by hooked shark PROVOKED INCIDENT,N
2837,1980,1985.0,SOUTH AFRICA,Eastern Cape Province,East London,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",N
2838,1980,1985.0,USA,California,"Point Conception, Santa Barbara County",Minor injury to foot & ankle,N
2839,1980,1985.0,USA,Hawaii,"Little Glass Shacks, Princeville, Kaua'i","Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark",N
2840,1980,1985.0,USA,Hawaii,"Barbers Point, O'ahu",Left arm lacerated,N
2841,1980,1985.0,USA,Alabama,"Gulf Shores, Baldwin County",Laceration to leg by hooked shark  PROVOKED INCIDENT,N
2842,1980,1985.0,USA,California,"Elephant Rock near Tomales Point, Marin County","Hip bumped by shark, no Injury",N
2844,1980,1985.0,USA,Florida,"Palm Beach, Palm Beach County",Laceration and 4 puncture wounds to left hand,N
2846,1980,1985.0,USA,South Carolina,"Palmetto Dunes, Hilton Head, Beaufort County",Right calf bitten & less serious injury to left foot,N
2849,1980,1985.0,USA,Florida,"Daytona Beach, Volusia County",Right calf bitten,N
2850,1980,1985.0,USA,Florida,"New Smyrna Beach, Volusia County",Hand bitten,N
2851,1980,1985.0,USA,California,"Off Shelter Cover (between Fort Bragg & Eureka), Humboldt County","No injury to occupant, shark rammed boat catapulting it out of the water",N
2852,1980,1985.0,USA,South Carolina,"Folly Beach, Charleston County",2/3rd of left calf removed,N
2853,1980,1985.0,ITALY,Sicily,Punta Secca,Contusion of left foot,N
2854,1980,1985.0,USA,California,"Long Beach, Los Angeles County",Leg injured,N
